Time,Temperature,DewPoint,Humidity,Wind,WindSpeed,WindGust,Pressure,Precip\.,Condition
6:00 PM,79,77,94,WSW,6,0,29.77,0.0,Mostly Cloudy
9:00 PM,77,73,89,W,5,0,29.80,0.0,Mostly Cloudy
10:00 PM,77,73,89,ENE,2,0,29.83,0.0,Mostly Cloudy
11:00 PM,75,72,89,WSW,5,0,29.83,0.0,Mostly Cloudy
12:00 AM,75,73,94,VAR,2,0,29.83,0.0,Mostly Cloudy
2:00 AM,75,72,89,WSW,7,0,29.80,0.0,Fair
3:00 AM,75,72,89,WSW,2,0,29.77,0.0,Fair
4:00 AM,75,72,89,CALM,0,0,29.77,0.0,Fair
5:00 AM,75,72,89,VAR,2,0,29.80,0.0,Fair
6:00 AM,73,70,88,CALM,0,0,29.80,0.0,Fair
7:00 AM,75,72,89,CALM,0,0,29.83,0.0,Fair
8:00 AM,81,79,94,E,10,0,29.83,0.0,Fair
9:00 AM,84,79,84,ENE,13,0,29.86,0.0,Partly Cloudy
10:00 AM,82,79,89,NE,14,0,29.86,0.0,Partly Cloudy
11:00 AM,86,77,74,NNE,9,0,29.83,0.0,Partly Cloudy
12:00 PM,84,77,79,NE,12,0,29.83,0.0,Partly Cloudy
1:00 PM,86,79,79,NNE,12,0,29.80,0.0,Partly Cloudy
2:00 PM,86,77,74,N,10,0,29.80,0.0,Partly Cloudy
3:00 PM,84,77,79,N,9,0,29.77,0.0,Partly Cloudy
5:00 PM,82,77,84,W,6,0,29.74,0.0,Mostly Cloudy
4:00 PM,81,77,89,W,7,0,29.74,0.0,Light Rain
6:00 PM,82,77,84,W,3,0,29.77,0.0,Partly Cloudy
7:00 PM,81,79,94,W,2,0,29.77,0.0,Partly Cloudy
8:00 PM,79,77,94,CALM,0,0,29.80,0.0,Partly Cloudy
9:00 PM,79,77,94,VAR,2,0,29.83,0.0,Light Rain
10:00 PM,77,77,100,WSW,6,0,29.83,0.0,Light Rain
11:00 PM,77,75,94,CALM,0,0,29.83,0.0,Mostly Cloudy
12:00 AM,77,75,94,ESE,3,0,29.83,0.0,Mostly Cloudy
1:00 AM,77,75,94,CALM,0,0,29.83,0.0,Fair
2:00 AM,77,75,94,VAR,1,0,29.80,0.0,Fair
3:00 AM,77,75,94,S,5,0,29.80,0.0,Fair
4:00 AM,77,75,94,W,3,0,29.80,0.0,Light Rain
5:00 AM,77,75,94,CALM,0,0,29.80,0.0,Light Rain
6:00 AM,75,75,100,CALM,0,0,29.80,0.0,Mostly Cloudy
7:00 AM,77,75,94,CALM,0,0,29.83,0.0,Mostly Cloudy
8:00 AM,77,75,94,VAR,2,0,29.83,0.0,Partly Cloudy
9:00 AM,79,77,94,CALM,0,0,29.86,0.0,Mostly Cloudy
10:00 AM,81,77,89,CALM,0,0,29.89,0.0,Light Rain
11:00 AM,81,79,94,CALM,0,0,29.86,0.0,Partly Cloudy
1:00 PM,81,77,89,CALM,0,0,29.83,0.0,Mostly Cloudy
12:00 PM,81,77,89,VAR,2,0,29.86,0.0,Partly Cloudy
3:00 PM,82,77,84,W,12,0,29.77,0.0,Partly Cloudy
2:00 PM,81,79,94,WSW,8,0,29.80,0.0,Partly Cloudy
4:00 PM,82,77,84,WSW,13,0,29.77,0.0,Partly Cloudy
5:00 PM,82,77,84,W,12,0,29.74,0.0,Fair
7:00 PM,79,75,89,WSW,8,0,29.80,0.0,Fair
6:00 PM,81,77,89,WSW,9,0,29.77,0.0,Fair
8:00 PM,79,75,89,WSW,7,0,29.83,0.0,Fair
9:00 PM,77,75,94,WSW,5,0,29.83,0.0,Fair
10:00 PM,77,73,89,WSW,5,0,29.86,0.0,Fair
11:00 PM,77,73,89,SW,6,0,29.86,0.0,Partly Cloudy
12:00 AM,77,73,89,W,6,0,29.83,0.0,Partly Cloudy
1:00 AM,77,75,94,W,5,0,29.83,0.0,Partly Cloudy
2:00 AM,77,75,94,W,3,0,29.83,0.0,Thunder
3:00 AM,77,73,89,WSW,6,0,29.80,0.0,Thunder
4:00 AM,77,75,94,WSW,8,0,29.80,0.0,Thunder
5:00 AM,77,75,94,WNW,5,0,29.83,0.0,Thunder
6:00 AM,75,72,89,SSE,3,0,29.83,0.0,Light Rain with Thunder
7:00 AM,73,73,100,W,5,0,29.83,0.0,Thunder
8:00 AM,75,73,94,NE,2,0,29.89,0.0,Thunder
10:00 AM,77,75,94,ESE,3,0,29.92,0.0,Light Rain with Thunder
9:00 AM,75,73,94,VAR,2,0,29.92,0.0,Thunder
11:00 AM,77,75,94,E,10,0,29.92,0.0,Light Rain with Thunder
1:00 PM,79,77,94,E,9,0,29.86,0.0,Thunder
12:00 PM,77,75,94,E,10,0,29.89,0.0,Light Rain with Thunder
2:00 PM,79,77,94,CALM,0,0,29.86,0.0,Light Rain
3:00 PM,79,77,94,W,5,0,29.83,0.0,Light Rain
4:00 PM,79,77,94,WSW,7,0,29.80,0.0,Mostly Cloudy
6:00 PM,79,75,89,N,3,0,29.80,0.0,Mostly Cloudy
5:00 PM,79,0,0,W,5,0,29.80,0.0,Mostly Cloudy
7:00 PM,77,73,89,CALM,0,0,29.83,0.0,Mostly Cloudy
8:00 PM,77,73,89,CALM,0,0,29.83,0.0,Partly Cloudy
9:00 PM,75,73,94,W,3,0,29.83,0.0,Fair
10:00 PM,75,72,89,NW,3,0,29.86,0.0,Fair
12:00 AM,77,73,89,W,6,0,29.83,0.0,Partly Cloudy
1:00 AM,77,75,94,W,5,0,29.83,0.0,Partly Cloudy
2:00 AM,77,75,94,W,3,0,29.83,0.0,Thunder
3:00 AM,77,73,89,WSW,6,0,29.80,0.0,Thunder
4:00 AM,77,75,94,WSW,8,0,29.80,0.0,Thunder
5:00 AM,77,75,94,WNW,5,0,29.83,0.0,Thunder
6:00 AM,75,72,89,SSE,3,0,29.83,0.0,Light Rain with Thunder
7:00 AM,73,73,100,W,5,0,29.83,0.0,Thunder
9:00 AM,75,73,94,VAR,2,0,29.92,0.0,Thunder
8:00 AM,75,73,94,NE,2,0,29.89,0.0,Thunder
10:00 AM,77,75,94,ESE,3,0,29.92,0.0,Light Rain with Thunder
11:00 AM,77,75,94,E,10,0,29.92,0.0,Light Rain with Thunder
12:00 PM,77,75,94,E,10,0,29.89,0.0,Light Rain with Thunder
1:00 PM,79,77,94,E,9,0,29.86,0.0,Thunder
2:00 PM,79,77,94,CALM,0,0,29.86,0.0,Light Rain
4:00 PM,79,77,94,WSW,7,0,29.80,0.0,Mostly Cloudy
3:00 PM,79,77,94,W,5,0,29.83,0.0,Light Rain
5:00 PM,79,0,0,W,5,0,29.80,0.0,Mostly Cloudy
6:00 PM,79,75,89,N,3,0,29.80,0.0,Mostly Cloudy
7:00 PM,77,73,89,CALM,0,0,29.83,0.0,Mostly Cloudy
8:00 PM,77,73,89,CALM,0,0,29.83,0.0,Partly Cloudy
9:00 PM,75,73,94,W,3,0,29.83,0.0,Fair
10:00 PM,75,72,89,NW,3,0,29.86,0.0,Fair
11:00 PM,75,72,89,W,3,0,29.86,0.0,Fair
12:00 AM,73,70,88,SW,3,0,29.86,0.0,Fair
2:00 AM,72,70,94,CALM,0,0,29.86,0.0,Fair
3:00 AM,72,68,88,CALM,0,0,29.86,0.0,Fair
4:00 AM,73,70,88,WSW,6,0,29.86,0.0,Fair
5:00 AM,73,70,88,WSW,6,0,29.86,0.0,Fair
6:00 AM,73,70,88,WSW,3,0,29.86,0.0,Fair
7:00 AM,73,72,94,SW,3,0,29.86,0.0,Fair
8:00 AM,77,73,89,CALM,0,0,29.86,0.0,Fair
9:00 AM,81,79,94,W,3,0,29.89,0.0,Fair
10:00 AM,84,77,79,WSW,8,0,29.89,0.0,Fair
11:00 AM,86,77,74,W,8,0,29.86,0.0,Fair
12:00 PM,84,77,79,W,9,0,29.86,0.0,Partly Cloudy
1:00 PM,84,79,84,W,9,0,29.83,0.0,Partly Cloudy
2:00 PM,84,77,79,W,12,0,29.80,0.0,Partly Cloudy
3:00 PM,82,77,84,W,8,0,29.80,0.0,Mostly Cloudy
4:00 PM,84,77,79,WSW,12,0,29.77,0.0,Mostly Cloudy
5:00 PM,84,77,79,W,12,0,29.77,0.0,Partly Cloudy
7:00 PM,79,77,94,WSW,12,0,29.77,0.0,Fair
8:00 PM,79,77,94,WSW,10,0,29.80,0.0,Fair
9:00 PM,79,77,94,WSW,9,0,29.83,0.0,Fair
10:00 PM,79,75,89,WSW,7,0,29.83,0.0,Fair
11:00 PM,77,75,94,SW,3,0,29.83,0.0,Fair
12:00 AM,73,70,88,SW,3,0,29.86,0.0,Fair
2:00 AM,72,70,94,CALM,0,0,29.86,0.0,Fair
3:00 AM,72,68,88,CALM,0,0,29.86,undefined,
3:00 AM,75,73,94,SW,3,0,29.80,0.0,Thunder
4:00 AM,75,73,94,CALM,0,0,29.80,0.0,Thunder
5:00 AM,75,73,94,WSW,3,0,29.80,0.0,Thunder
7:00 AM,75,72,89,VAR,2,0,29.80,0.0,Thunder
8:00 AM,77,73,89,SSE,3,0,29.83,0.0,Thunder
9:00 AM,79,75,89,SW,3,0,29.83,0.0,Thunder
10:00 AM,79,75,89,VAR,6,0,29.86,0.0,Light Rain with Thunder
10:30 AM,77,73,89,WNW,7,0,29.86,0.0,Light Rain with Thunder
11:00 AM,77,73,89,W,5,0,29.86,0.0,Light Rain with Thunder
12:00 PM,77,73,89,SSW,3,0,29.86,0.0,Light Rain with Thunder
1:00 PM,77,73,89,NNE,1,0,29.86,0.0,Light Rain with Thunder
2:00 PM,77,75,94,VAR,2,0,29.83,0.0,Light Rain with Thunder
4:00 PM,79,75,89,WSW,8,0,29.80,0.0,Mostly Cloudy
5:00 PM,79,75,89,WSW,7,0,29.80,0.0,Partly Cloudy
6:00 PM,77,73,89,WNW,5,0,29.80,0.0,Partly Cloudy
7:00 PM,77,73,89,VAR,2,0,29.83,0.0,Partly Cloudy
8:00 PM,75,73,94,VAR,1,0,29.86,0.0,Partly Cloudy
9:00 PM,75,72,89,W,3,0,29.86,0.0,Thunder
10:00 PM,77,73,89,SSE,3,0,29.86,0.0,Light Rain with Thunder
11:00 PM,75,73,94,WSW,7,0,29.86,0.0,Light Rain with Thunder
12:00 AM,77,73,89,SW,6,0,29.83,0.0,Fair
1:30 AM,75,73,94,WSW,6,0,29.83,0.0,Fair
2:00 AM,75,73,94,SW,5,0,29.83,0.0,Fair
3:00 AM,75,73,94,SW,3,0,29.80,0.0,Thunder
4:00 AM,75,73,94,CALM,0,0,29.80,0.0,Thunder
5:00 AM,75,73,94,WSW,3,0,29.80,0.0,Thunder
7:00 AM,75,72,89,VAR,2,0,29.80,0.0,Thunder
8:00 AM,77,73,89,SSE,3,0,29.83,0.0,Thunder
9:00 AM,79,75,89,SW,3,0,29.83,0.0,Thunder
10:00 AM,79,75,89,VAR,6,0,29.86,0.0,Light Rain with Thunder
10:30 AM,77,73,89,WNW,7,0,29.86,0.0,Light Rain with Thunder
11:00 AM,77,73,89,W,5,0,29.86,0.0,Light Rain with Thunder
12:00 PM,77,73,89,SSW,3,0,29.86,0.0,Light Rain with Thunder
1:00 PM,77,73,89,NNE,1,0,29.86,0.0,Light Rain with Thunder
11:00 AM,82,77,84,W,7,0,29.89,0.0,Partly Cloudy
12:00 PM,84,75,74,NNW,5,0,29.89,0.0,Partly Cloudy
1:00 PM,82,75,79,NW,3,0,29.86,0.0,Partly Cloudy
2:00 PM,84,77,79,WSW,5,0,29.83,0.0,Partly Cloudy
3:00 PM,82,75,79,W,6,0,29.80,0.0,Partly Cloudy
4:00 PM,86,77,74,WNW,7,0,29.80,0.0,Partly Cloudy
5:00 PM,82,73,74,WNW,6,0,29.80,0.0,Fair
6:00 PM,82,73,74,W,6,0,29.80,0.0,Fair
7:00 PM,79,75,89,WSW,7,0,29.80,0.0,Fair
8:00 PM,77,75,94,WSW,6,0,29.83,0.0,Fair
9:00 PM,79,77,94,WSW,5,0,29.86,0.0,Fair
10:00 PM,77,73,89,WSW,5,0,29.86,0.0,Partly Cloudy
11:00 PM,75,72,89,WSW,2,0,29.86,0.0,Partly Cloudy
12:00 AM,73,72,94,WSW,2,0,29.86,0.0,Partly Cloudy
1:00 AM,73,70,88,WSW,3,0,29.86,0.0,Fair
2:00 AM,73,70,88,WSW,5,0,29.86,0.0,Fair
3:00 AM,75,72,89,WSW,3,0,29.86,0.0,Fair
4:00 AM,73,72,94,WSW,5,0,29.86,0.0,Fair
5:00 AM,73,72,94,W,5,0,29.86,0.0,Fair
6:00 AM,73,70,88,WSW,5,0,29.86,0.0,Fair
7:00 AM,73,72,94,CALM,0,0,29.89,0.0,Fair
8:00 AM,75,73,94,CALM,0,0,29.92,0.0,Partly Cloudy
9:00 AM,77,73,89,VAR,2,0,29.92,0.0,Light Rain
10:00 AM,81,77,89,CALM,0,0,29.92,0.0,Partly Cloudy
11:00 AM,82,81,94,NNW,5,0,29.92,0.0,Partly Cloudy
12:00 PM,84,77,79,WNW,6,0,29.89,0.0,Partly Cloudy
1:00 PM,84,79,84,NNW,6,0,29.89,0.0,Partly Cloudy
2:00 PM,84,79,84,NNW,6,0,29.86,0.0,Partly Cloudy
3:00 PM,84,79,84,WNW,7,0,29.86,0.0,Partly Cloudy
4:00 PM,84,77,79,W,5,0,29.83,0.0,Partly Cloudy
5:00 PM,82,77,84,WSW,6,0,29.83,0.0,Partly Cloudy
6:00 PM,82,77,84,W,5,0,29.83,0.0,Partly Cloudy
7:00 PM,79,79,100,W,3,0,29.86,0.0,Partly Cloudy
8:00 PM,77,73,89,WSW,5,0,29.86,0.0,Partly Cloudy
9:00 PM,75,73,94,WSW,5,0,29.89,0.0,Partly Cloudy
10:00 PM,75,73,94,WSW,5,0,29.89,0.0,Partly Cloudy
11:00 PM,75,72,89,W,5,0,29.89,0.0,Fair
12:00 AM,73,72,94,WSW,2,0,29.86,0.0,Partly Cloudy
1:00 AM,73,70,88,WSW,3,0,29.86,0.0,Fair
2:00 AM,73,70,88,WSW,5,0,29.86,0.0,Fair
3:00 AM,75,72,89,WSW,3,0,29.86,0.0,Fair
4:00 AM,73,72,94,W,3,0,29.86,0.0,Partly Cloudy
5:00 AM,73,72,94,WSW,6,0,29.86,0.0,Partly Cloudy
6:00 AM,73,72,94,WSW,6,0,29.89,0.0,Fair
7:00 AM,73,72,94,WSW,2,0,29.89,0.0,Fair
8:00 AM,79,77,94,WSW,3,0,29.92,0.0,Fair
9:00 AM,77,75,94,WNW,3,0,29.95,0.0,Rain
10:00 AM,77,75,94,WSW,3,0,29.95,0.0,Thunder
11:00 AM,77,75,94,W,5,0,29.92,0.0,Thunder
12:00 PM,81,77,89,WSW,3,0,29.92,0.0,Thunder
1:00 PM,84,0,0,WSW,5,0,29.89,0.0,Thunder
2:00 PM,84,79,84,W,7,0,29.86,0.0,Partly Cloudy
3:00 PM,82,79,89,WSW,7,0,29.86,0.0,Partly Cloudy
5:00 PM,81,77,89,W,7,0,29.80,0.0,Partly Cloudy
4:00 PM,79,77,94,WSW,8,0,29.83,0.0,Partly Cloudy
6:00 PM,79,79,100,WSW,7,0,29.83,0.0,Partly Cloudy
7:00 PM,79,75,89,W,10,0,29.83,0.0,Partly Cloudy
10:00 PM,77,75,94,WSW,9,0,29.89,0.0,Partly Cloudy
9:00 PM,77,75,94,WSW,10,0,29.89,0.0,Partly Cloudy
11:00 PM,77,75,94,WSW,12,0,29.89,0.0,Partly Cloudy
8:00 PM,79,75,89,WSW,12,0,29.86,0.0,Partly Cloudy
11:30 PM,77,73,89,WSW,12,0,29.89,0.0,Partly Cloudy
12:00 AM,77,73,89,WSW,10,0,29.89,0.0,Partly Cloudy
1:00 AM,77,75,94,SW,10,0,29.89,0.0,Fair
2:00 AM,77,0,0,WSW,9,0,29.86,0.0,Fair
3:00 AM,77,75,94,W,8,0,29.86,0.0,Thunder
4:00 AM,77,75,94,W,5,0,29.89,0.0,Thunder
5:00 AM,73,0,0,N,14,0,29.89,0.0,Light Rain with Thunder
6:00 AM,73,70,88,VAR,2,0,29.89,0.0,Light Rain with Thunder
7:00 AM,73,70,88,W,2,0,29.92,0.0,Light Rain with Thunder
8:00 AM,73,72,94,VAR,1,0,29.92,0.0,Light Rain with Thunder
9:00 AM,77,73,89,S,3,0,29.92,0.0,Partly Cloudy
10:00 AM,81,75,84,NW,3,0,29.92,0.0,Partly Cloudy
11:00 AM,84,77,79,NNW,7,0,29.92,0.0,Partly Cloudy
12:00 PM,84,77,79,N,5,0,29.92,0.0,Partly Cloudy
1:00 PM,82,77,84,N,6,0,29.89,0.0,Partly Cloudy
2:00 PM,81,75,84,VAR,2,0,29.86,0.0,Partly Cloudy
3:00 PM,81,77,89,SSW,3,0,29.86,0.0,Partly Cloudy
4:00 PM,81,77,89,WSW,6,0,29.83,0.0,Mostly Cloudy
5:00 PM,79,77,94,W,7,0,29.83,0.0,Light Rain
6:00 PM,77,75,94,W,5,0,29.83,0.0,Rain
7:00 PM,75,75,100,VAR,2,0,29.86,0.0,Light Rain
8:00 PM,77,75,94,SW,3,0,29.86,0.0,Light Rain
9:00 PM,77,75,94,SW,3,0,29.89,0.0,Mostly Cloudy
10:00 PM,75,73,94,W,5,0,29.89,0.0,Thunder
11:00 PM,75,73,94,E,1,0,29.89,0.0,Thunder
12:00 AM,75,73,94,VAR,2,0,29.92,0.0,Thunder
1:00 AM,75,73,94,VAR,2,0,29.89,0.0,Thunder
2:00 AM,75,73,94,CALM,0,0,29.86,0.0,Thunder
3:00 AM,73,72,94,SW,3,0,29.86,0.0,Thunder
4:00 AM,75,73,94,WSW,8,0,29.86,0.0,Thunder
5:00 AM,75,73,94,WSW,7,0,29.86,0.0,Thunder
6:00 AM,75,73,94,WSW,7,0,29.89,0.0,Thunder
7:00 AM,75,73,94,WSW,7,0,29.89,0.0,Thunder
8:00 AM,75,73,94,SSE,3,0,29.89,0.0,Thunder
9:00 AM,77,75,94,VAR,2,0,29.92,0.0,Light Rain with Thunder
10:00 AM,81,77,89,E,12,0,29.92,0.0,Mostly Cloudy
11:00 AM,79,77,94,ENE,9,0,29.92,0.0,Mostly Cloudy
12:00 PM,81,77,89,E,8,0,29.92,0.0,Mostly Cloudy
1:00 PM,81,79,94,E,5,0,29.89,0.0,Light Rain
2:00 PM,81,79,94,VAR,2,0,29.86,0.0,Light Rain
3:00 PM,81,79,94,CALM,0,0,29.86,0.0,Mostly Cloudy
﻿4:00 PM,79,75,89,SSW,6,0,29.83,0.0,Mostly Cloudy
5:00 PM,79,75,89,SW,3,0,29.83,0.0,Mostly Cloudy
6:00 PM,79,77,94,CALM,0,0,29.83,0.0,Mostly Cloudy
7:00 PM,77,73,89,WNW,3,0,29.83,0.0,Mostly Cloudy
8:00 PM,77,73,89,SW,3,0,29.86,0.0,Partly Cloudy
9:00 PM,75,73,94,WSW,5,0,29.89,0.0,Partly Cloudy
10:00 PM,73,73,100,W,5,0,29.89,0.0,Fair
11:00 PM,73,72,94,WSW,3,0,29.89,0.0,Fair
12:00 AM,73,72,94,CALM,0,0,29.89,0.0,Fair
1:00 AM,72,70,94,SW,2,0,29.86,0.0,Fair
2:00 AM,72,72,100,CALM,0,0,29.86,0.0,Fair
4:00 AM,73,72,94,W,2,0,29.86,0.0,Fair
3:00 AM,73,72,94,VAR,1,0,29.86,0.0,Fair
5:00 AM,73,72,94,CALM,0,0,29.86,0.0,Fair
6:00 AM,73,72,94,WSW,3,0,29.86,0.0,Fair
7:00 AM,73,72,94,CALM,0,0,29.86,0.0,Mostly Cloudy
9:00 AM,79,77,94,VAR,2,0,29.92,0.0,Mostly Cloudy
8:00 AM,75,73,94,WSW,3,0,29.89,0.0,Partly Cloudy
10:00 AM,82,77,84,VAR,2,0,29.92,0.0,Mostly Cloudy
1:00 PM,82,79,89,WNW,8,0,29.89,0.0,Mostly Cloudy
12:00 PM,84,75,74,W,8,0,29.89,0.0,Fair
11:00 AM,82,77,84,W,6,0,29.89,0.0,Fair
2:00 PM,82,77,84,W,7,0,29.86,0.0,Mostly Cloudy
3:00 PM,84,77,79,W,9,0,29.83,0.0,Mostly Cloudy
5:00 PM,82,77,84,WSW,8,0,29.80,0.0,Fair
6:00 PM,81,77,89,WSW,9,0,29.80,0.0,Fair
4:00 PM,84,75,74,WSW,9,0,29.83,0.0,Fair
7:00 PM,77,77,100,WSW,6,0,29.83,0.0,Fair
8:00 PM,77,75,94,WSW,8,0,29.86,0.0,Fair
9:00 PM,77,73,89,WSW,6,0,29.86,0.0,Fair
10:00 PM,75,73,94,W,3,0,29.89,0.0,Fair
11:00 PM,75,73,94,SW,6,0,29.86,0.0,Fair
12:00 AM,75,73,94,WSW,6,0,29.86,0.0,Fair
1:00 AM,77,73,89,SW,7,0,29.86,0.0,Fair
2:00 AM,77,75,94,SW,9,0,29.83,0.0,Fair
3:00 AM,77,73,89,WSW,6,0,29.83,0.0,Fair
4:00 AM,77,73,89,WSW,8,0,29.80,0.0,Fair
5:00 AM,77,73,89,WSW,7,0,29.83,0.0,Thunder
6:00 AM,77,73,89,SW,6,0,29.83,0.0,Thunder
7:00 AM,77,73,89,SSW,1,0,29.86,0.0,Light Rain with Thunder
8:00 AM,77,73,89,S,5,0,29.89,0.0,Light Rain with Thunder
9:00 AM,77,73,89,SW,1,0,29.92,0.0,Light Rain with Thunder
10:00 AM,77,75,94,SSW,7,0,29.92,0.0,Light Rain with Thunder
11:00 AM,75,73,94,W,13,0,29.92,0.0,T-Storm
1:00 PM,77,75,94,WSW,6,0,29.89,0.0,Light Rain with Thunder
12:00 PM,77,73,89,SW,8,0,29.89,0.0,Light Rain with Thunder
2:00 PM,81,77,89,W,8,0,29.86,0.0,Thunder
3:00 PM,82,77,84,WSW,12,0,29.83,0.0,Mostly Cloudy
6:00 PM,79,75,89,W,7,0,29.83,0.0,Partly Cloudy
5:00 PM,82,77,84,W,9,0,29.80,0.0,Partly Cloudy
4:00 PM,82,77,84,W,9,0,29.80,0.0,Partly Cloudy
7:00 PM,79,73,83,SW,8,0,29.83,0.0,Partly Cloudy
8:00 PM,77,75,94,WSW,5,0,29.86,0.0,Partly Cloudy
9:00 PM,77,75,94,W,5,0,29.89,0.0,Partly Cloudy
10:00 PM,77,73,89,WSW,7,0,29.89,0.0,Fair
11:00 PM,75,73,94,WSW,6,0,29.89,0.0,Fair
12:00 AM,75,72,89,WSW,5,0,29.89,0.0,Fair
1:00 AM,75,72,89,WSW,7,0,29.89,0.0,Fair
2:00 AM,75,72,89,WSW,3,0,29.86,0.0,Fair
3:00 AM,75,72,89,S,3,0,29.86,0.0,Fair
4:00 AM,75,72,89,VAR,2,0,29.86,0.0,Fair
5:00 AM,73,72,94,SW,3,0,29.86,0.0,Fair
6:00 AM,73,72,94,SW,2,0,29.86,0.0,Fair
7:00 AM,73,72,94,WSW,6,0,29.89,0.0,Thunder
10:00 AM,82,79,89,E,3,0,29.92,0.0,Fair
8:00 AM,77,73,89,VAR,2,0,29.92,0.0,Fair
11:00 AM,82,77,84,W,7,0,29.92,0.0,Partly Cloudy
12:00 PM,84,77,79,WSW,8,0,29.89,0.0,Partly Cloudy
1:00 PM,86,77,74,W,9,0,29.89,0.0,Partly Cloudy
2:00 PM,84,77,79,W,10,0,29.86,0.0,Partly Cloudy
3:00 PM,84,77,79,WSW,12,0,29.83,0.0,Partly Cloudy
4:00 PM,82,79,89,W,8,0,29.83,0.0,Partly Cloudy
5:00 PM,82,77,84,WSW,9,0,29.83,0.0,Partly Cloudy
6:00 PM,79,77,94,WSW,9,0,29.83,0.0,Fair
7:00 PM,79,77,94,WSW,9,0,29.86,0.0,Fair
8:00 PM,79,77,94,WSW,8,0,29.86,0.0,Fair
9:00 PM,77,75,94,SW,6,0,29.89,0.0,Fair
10:00 PM,77,75,94,SW,6,0,29.89,0.0,Fair
11:00 PM,77,75,94,VAR,2,0,29.92,0.0,Fair
12:00 AM,77,75,94,VAR,2,0,29.89,0.0,Light Rain
1:00 AM,77,75,94,WSW,3,0,29.89,0.0,Partly Cloudy
2:00 AM,77,75,94,SW,3,0,29.86,0.0,Partly Cloudy
3:00 AM,75,75,100,CALM,0,0,29.86,0.0,Partly Cloudy
4:00 AM,77,75,94,SW,3,0,29.83,0.0,Partly Cloudy
5:00 AM,75,75,100,VAR,1,0,29.86,0.0,Partly Cloudy
6:00 AM,77,75,94,CALM,0,0,29.89,0.0,Thunder
7:00 AM,75,75,100,CALM,0,0,29.89,0.0,Thunder
8:00 AM,75,75,100,E,6,0,29.92,0.0,Mostly Cloudy
9:00 AM,75,75,100,ESE,5,0,29.95,0.0,Mostly Cloudy
10:00 AM,75,73,94,VAR,2,0,29.95,0.0,Light Drizzle
11:00 AM,73,73,100,SE,6,0,29.95,0.0,Light Drizzle
12:00 PM,75,73,94,S,3,0,29.92,0.0,Light Drizzle
1:00 PM,77,75,94,CALM,0,0,29.89,0.0,Mostly Cloudy
2:00 PM,79,75,89,VAR,2,0,29.86,0.0,Mostly Cloudy
3:00 PM,79,77,94,WSW,5,0,29.86,0.0,Mostly Cloudy
4:00 PM,79,75,89,W,5,0,29.83,0.0,Mostly Cloudy
5:00 PM,79,75,89,W,6,0,29.83,0.0,Mostly Cloudy
6:00 PM,77,75,94,W,3,0,29.86,0.0,Mostly Cloudy
7:00 PM,77,73,89,W,3,0,29.89,0.0,Mostly Cloudy
9:00 PM,75,73,94,WSW,5,0,29.89,0.0,Mostly Cloudy
10:00 PM,75,73,94,WSW,3,0,29.92,0.0,Mostly Cloudy
8:00 PM,75,73,94,SSW,5,0,29.89,0.0,Mostly Cloudy
11:00 PM,75,73,94,W,7,0,29.92,0.0,Mostly Cloudy
12:00 AM,77,75,94,VAR,2,0,29.89,0.0,Light Rain
1:00 AM,77,75,94,WSW,3,0,29.89,0.0,Partly Cloudy
2:00 AM,75,73,94,WSW,5,0,29.86,0.0,Mostly Cloudy
3:00 AM,73,72,94,WSW,6,0,29.86,0.0,Mostly Cloudy
4:00 AM,75,73,94,WSW,9,0,29.83,0.0,Mostly Cloudy
5:00 AM,75,73,94,WSW,10,0,29.86,0.0,Mostly Cloudy
6:00 AM,75,73,94,WSW,8,0,29.86,0.0,Partly Cloudy
7:00 AM,75,73,94,WSW,8,0,29.86,0.0,Partly Cloudy
8:00 AM,77,73,89,WSW,6,0,29.89,0.0,Partly Cloudy
9:00 AM,79,75,89,WSW,3,0,29.89,0.0,Partly Cloudy
10:00 AM,84,81,89,SSW,3,0,29.89,0.0,Partly Cloudy
11:00 AM,81,77,89,W,12,0,29.89,0.0,Partly Cloudy
12:00 PM,82,77,84,WSW,14,0,29.86,0.0,Partly Cloudy
1:00 PM,84,75,74,WSW,13,0,29.83,0.0,Partly Cloudy
2:00 PM,84,73,70,WSW,12,0,29.80,0.0,Partly Cloudy
3:00 PM,82,75,79,WSW,10,0,29.80,0.0,Mostly Cloudy
4:00 PM,81,75,84,WSW,12,0,29.77,0.0,Mostly Cloudy
5:00 PM,79,77,94,WSW,9,0,29.77,0.0,Partly Cloudy
7:00 PM,79,75,89,WSW,13,0,29.80,0.0,Mostly Cloudy
6:00 PM,79,75,89,WSW,9,0,29.80,0.0,Mostly Cloudy
8:00 PM,79,75,89,WSW,12,0,29.83,0.0,Mostly Cloudy
10:00 PM,79,75,89,WSW,13,0,29.86,0.0,Mostly Cloudy
11:00 PM,79,75,89,WSW,12,0,29.86,0.0,Mostly Cloudy
1:00 AM,77,75,94,SW,9,0,29.83,0.0,Mostly Cloudy
2:00 AM,77,75,94,SW,9,0,29.80,0.0,Mostly Cloudy
3:00 AM,77,75,94,SW,8,0,29.80,0.0,Mostly Cloudy
4:00 AM,77,75,94,SW,8,0,29.80,0.0,Mostly Cloudy
5:00 AM,77,75,94,WSW,8,0,29.83,0.0,Mostly Cloudy
6:00 AM,77,75,94,WSW,8,0,29.83,0.0,Mostly Cloudy
